GeneID,Symbol,Description,Synonyms,GeneType,EnsemblGeneID,Status,ChrAcc,ChrStart,ChrStop,Orientation,Length,GOFunctionID,GOProcessID,GOComponentID,GOFunction,GOProcess,GOComponent
406967,MIR192,microRNA 192,MIRN192|miR-192|miRNA192,ncRNA,ENSG00000283926,active,NC_000011.10,64891137,64891246,negative,110,GO:0003730///GO:1903231,GO:0001953///GO:0032705///GO:0035195///GO:1902306///GO:1905151,GO:0005615///GO:0016442///GO:1903561,mRNA 3'-UTR binding///mRNA base-pairing translational repressor activity,negative regulation of cell-matrix adhesion///negative regulation of interleukin-21 production///miRNA-mediated gene silencing///negative regulation of sodium ion transmembrane transport///negative regulation of voltage-gated sodium channel activity,extracellular space///RISC complex///extracellular vesicle
102466727,MIR6749,microRNA 6749,hsa-mir-6749,ncRNA,ENSG00000274314,active,NC_000011.10,64902387,64902455,negative,69,,,,,,
170589,GPHA2,glycoprotein hormone subunit alpha 2,A2|GPA2|ZSIG51,protein-coding,ENSG00000149735,active,NC_000011.10,64934471,64938131,negative,1885,GO:0005179///GO:0005515///GO:0031531///GO:0046982///GO:0051427,GO:0007166///GO:0007189,GO:0005576///GO:0005615,hormone activity///protein binding///thyrotropin-releasing hormone receptor binding///protein heterodimerization activity///hormone receptor binding,cell surface receptor signaling pathway///adenylate cyclase-activating G protein-coupled receptor signaling pathway,extracellular region///extracellular space
102466756,MIR6879,microRNA 6879,hsa-mir-6879,ncRNA,ENSG00000278851,active,NC_000011.10,65018505,65018570,positive,66,,,,,,
740,MRPL49,mitochondrial ribosomal protein L49,C11orf4|L49mt|MRP-L49|NOF|NOF1,protein-coding,ENSG00000149792,active,NC_000011.10,65122183,65127371,positive,2164,GO:0003735///GO:0005515,GO:0032543,GO:0005739///GO:0005743///GO:0005761///GO:0005762,structural constituent of ribosome///protein binding,mitochondrial translation,mitochondrion///mitochondrial inner membrane///mitochondrial ribosome///mitochondrial large ribosomal subunit
220359,TIGD3,tigger transposable element derived 3,,protein-coding,ENSG00000173825,active,NC_000011.10,65354751,65357613,positive,2028,GO:0003677///GO:0005515,,GO:0005634,DNA binding///protein binding,,nucleus
105369350,LOC105369350,uncharacterized LOC105369350,,ncRNA,,active,NC_000011.10,65937394,65945524,negative,963,,,,,,
55690,PACS1,phosphofurin acidic cluster sorting protein 1,MRD17|SHMS,protein-coding,ENSG00000175115,active,NC_000011.10,66070272,66244744,positive,6987,GO:0005515///GO:0044325,GO:0034067///GO:0072659,GO:0005794///GO:0005829///GO:0030137,protein binding///transmembrane transporter binding,protein localization to Golgi apparatus///protein localization to plasma membrane,Golgi apparatus///cytosol///COPI-coated vesicle
107984340,LOC107984340,uncharacterized LOC107984340,,ncRNA,,active,NC_000011.10,66272157,66278525,negative,467,,,,,,
11041,B4GAT1,"beta-1,4-glucuronyltransferase 1",B3GN-T1|B3GNT1|B3GNT6|BETA3GNTI|MDDGA13|iGAT|iGNT,protein-coding,ENSG00000174684,active,NC_000011.10,66345374,66347629,negative,2007,GO:0005515///GO:0008532///GO:0015020///GO:0046872,GO:0007411///GO:0018146///GO:0030311///GO:0035269,GO:0000139///GO:0005794///GO:0070062,"protein binding///N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity///glucuronosyltransferase activity///metal ion binding",axon guidance///keratan sulfate biosynthetic process///poly-N-acetyllactosamine biosynthetic process///protein O-linked mannosylation,Golgi membrane///Golgi apparatus///extracellular exosome
390212,GPR152,G protein-coupled receptor 152,PGR5,protein-coding,ENSG00000175514,active,NC_000011.10,67451301,67452729,negative,1429,GO:0004930///GO:0005515///GO:0042802,GO:0007186,GO:0005886,G protein-coupled receptor activity///protein binding///identical protein binding,G protein-coupled receptor signaling pathway,plasma membrane
105369360,LINC02754,long intergenic non-protein coding RNA 2754,,ncRNA,,active,NC_000011.10,67882302,67894096,positive,5019,,,,,,
107984343,LOC107984343,uncharacterized LOC107984343,,ncRNA,,active,NC_000011.10,68676907,68688858,negative,314,,,,,,
51083,GAL,galanin and GMAP prepropeptide,ETL8|GAL-GMAP|GALN|GLNN|GMAP,protein-coding,ENSG00000069482,active,NC_000011.10,68684544,68691175,positive,749,GO:0004966///GO:0005184///GO:0005515///GO:0031763///GO:0031764///GO:0031765///GO:0031766,GO:0006954///GO:0007218///GO:0007631///GO:0009410///GO:0010737///GO:0019933///GO:0030073///GO:0031943///GO:0032868///GO:0035902///GO:0043065///GO:0043627///GO:0045944///GO:0050672///GO:0051464///GO:0051795///GO:1902608,GO:0005576///GO:0005615///GO:0005794///GO:0030141///GO:0043025,galanin receptor activity///neuropeptide hormone activity///protein binding///galanin receptor binding///type 1 galanin receptor binding///type 2 galanin receptor binding///type 3 galanin receptor binding,inflammatory response///neuropeptide signaling pathway///feeding behavior///response to xenobiotic stimulus///protein kinase A signaling///cAMP-mediated signaling///insulin secretion///regulation of glucocorticoid metabolic process///response to insulin///response to immobilization stress///positive regulation of apoptotic process///response to estrogen///positive regulation of transcription by RNA polymerase II///negative regulation of lymphocyte proliferation///positive regulation of cortisol secretion///positive regulation of timing of catagen///positive regulation of large conductance calcium-activated potassium channel activity,extracellular region///extracellular space///Golgi apparatus///secretory granule///neuronal cell body
116535,MRGPRF,MAS related GPR family member F,GPR140|GPR168|MRGF|RTA,protein-coding,ENSG00000172935,active,NC_000011.10,69004375,69013671,negative,3385,GO:0004930,GO:0007186,GO:0005886///GO:0031965,G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,plasma membrane///nuclear membrane
101928200,MRGPRF-AS1,MRGPRF antisense RNA 1,,ncRNA,ENSG00000256508,active,NC_000011.10,69012354,69018447,positive,1567,,,,,,
100422846,MIR3164,microRNA 3164,,ncRNA,ENSG00000265539,active,NC_000011.10,69083176,69083258,positive,83,,,,,,
338694,LOC338694,uncharacterized LOC338694,,ncRNA,ENSG00000261070,active,NC_000011.10,69147228,69171562,negative,988,,,,,,
26579,MYEOV,myeloma overexpressed,OCIM,protein-coding,ENSG00000172927,active,NC_000011.10,69294155,69297287,positive,2477,GO:0005515,,,protein binding,,
101928292,LINC01488,long intergenic non-protein coding RNA 1488,BRCAT8|CUPID1,ncRNA,,active,NC_000011.10,69485561,69493543,positive,3425,,,,,,
595,CCND1,cyclin D1,BCL1|D11S287E|PRAD1|U21B31,protein-coding,ENSG00000110092,active,NC_000011.10,69641156,69654474,positive,4238,GO:0003714///GO:0004672///GO:0005515///GO:0016538///GO:0019899///GO:0019901///GO:0042826///GO:0044877///GO:0070064,GO:0000079///GO:0000082///GO:0000122///GO:0000320///GO:0001934///GO:0006468///GO:0006974///GO:0007595///GO:0009410///GO:0010039///GO:0010165///GO:0010243///GO:0010971///GO:0016055///GO:0030182///GO:0030857///GO:0030968///GO:0031571///GO:0032026///GO:0032355///GO:0033197///GO:0033327///GO:0033598///GO:0033601///GO:0043524///GO:0043627///GO:0044321///GO:0044772///GO:0045444///GO:0045471///GO:0045737///GO:0051301///GO:0051412///GO:0051592///GO:0060749///GO:0070141///GO:0097421///GO:1900087,GO:0000307///GO:0005634///GO:0005654///GO:0005737///GO:0005829///GO:0005923///GO:0017053///GO:0031965///GO:0097128,transcription corepressor activity///protein kinase activity///protein binding///cyclin-dependent protein serine/threonine kinase regulator activity///enzyme binding///protein kinase binding///histone deacetylase binding///protein-containing complex binding///proline-rich region binding,regulation of cyclin-dependent protein serine/threonine kinase activity///G1/S transition of mitotic cell cycle///negative regulation of transcription by RNA polymerase II///re-entry into mitotic cell cycle///positive regulation of protein phosphorylation///protein phosphorylation///cellular response to DNA damage stimulus///lactation///response to xenobiotic stimulus///response to iron ion///response to X-ray///response to organonitrogen compound///positive regulation of G2/M transition of mitotic cell cycle///Wnt signaling pathway///neuron differentiation///negative regulation of epithelial cell differentiation///endoplasmic reticulum unfolded protein response///mitotic G1 DNA damage checkpoint signaling///response to magnesium ion///response to estradiol///response to vitamin E///Leydig cell differentiation///mammary gland epithelial cell proliferation///positive regulation of mammary gland epithelial cell proliferation///negative regulation of neuron apoptotic process///response to estrogen///response to leptin///mitotic cell cycle phase transition///fat cell differentiation///response to ethanol///positive regulation of cyclin-dependent protein serine/threonine kinase activity///cell division///response to corticosterone///response to calcium ion///mammary gland alveolus development///response to UV-A///liver regeneration///positive regulation of G1/S transition of mitotic cell cycle,cyclin-dependent protein kinase holoenzyme complex///nucleus///nucleoplasm///cytoplasm///cytosol///bicellular tight junction///transcription repressor complex///nuclear membrane///cyclin D1-CDK4 complex
107984368,LOC107984368,uncharacterized LOC107984368,,ncRNA,,active,NC_000011.10,69818988,69827875,positive,558,,,,,,
100313770,MIR548K,microRNA 548k,MIRN548K,ncRNA,ENSG00000221333,active,NC_000011.10,70283955,70284070,positive,116,,,,,,
55191,NADSYN1,NAD synthetase 1,VCRL3,protein-coding,ENSG00000172890,active,NC_000011.10,71453203,71501816,positive,2679,GO:0003952///GO:0004359///GO:0005515///GO:0005524,GO:0009435///GO:0034627,GO:0005737///GO:0005829,NAD+ synthase (glutamine-hydrolyzing) activity///glutaminase activity///protein binding///ATP binding,NAD biosynthetic process///'de novo' NAD biosynthetic process,cytoplasm///cytosol
2352,FOLR3,folate receptor gamma,FR-G|FR-gamma|FRgamma|gamma-hFR,protein-coding,ENSG00000110203,active,NC_000011.10,72135725,72139892,positive,977,GO:0005515///GO:0005542///GO:0038023,GO:0007155///GO:0007342///GO:0015884///GO:0035036,GO:0005576///GO:0009897///GO:0016020///GO:0019898///GO:0035580///GO:1904724,protein binding///folic acid binding///signaling receptor activity,cell adhesion///fusion of sperm to egg plasma membrane involved in single fertilization///folic acid transport///sperm-egg recognition,extracellular region///external side of plasma membrane///membrane///extrinsic component of membrane///specific granule lumen///tertiary granule lumen
2348,FOLR1,folate receptor alpha,FBP|FOLR|FRalpha|NCFTD,protein-coding,ENSG00000110195,active,NC_000011.10,72189709,72196323,positive,1088,GO:0005515///GO:0005542///GO:0038023///GO:0061714,GO:0001947///GO:0003147///GO:0003253///GO:0006898///GO:0007155///GO:0007342///GO:0015884///GO:0017015///GO:0031103///GO:0035036///GO:0046655///GO:0060828///GO:0061626///GO:0061713///GO:0070293///GO:0071231///GO:1904447,GO:0000139///GO:0005634///GO:0005768///GO:0005789///GO:0005886///GO:0009897///GO:0009986///GO:0012507///GO:0016020///GO:0016323///GO:0016324///GO:0030133///GO:0030136///GO:0031526///GO:0033116///GO:0070062,protein binding///folic acid binding///signaling receptor activity///folic acid receptor activity,heart looping///neural crest cell migration involved in heart formation///cardiac neural crest cell migration involved in outflow tract morphogenesis///receptor-mediated endocytosis///cell adhesion///fusion of sperm to egg plasma membrane involved in single fertilization///folic acid transport///regulation of transforming growth factor beta receptor signaling pathway///axon regeneration///sperm-egg recognition///folic acid metabolic process///regulation of canonical Wnt signaling pathway///pharyngeal arch artery morphogenesis///anterior neural tube closure///renal absorption///cellular response to folic acid///folate import across plasma membrane,Golgi membrane///nucleus///endosome///endoplasmic reticulum membrane///plasma membrane///external side of plasma membrane///cell surface///ER to Golgi transport vesicle membrane///membrane///basolateral plasma membrane///apical plasma membrane///transport vesicle///clathrin-coated vesicle///brush border membrane///endoplasmic reticulum-Golgi intermediate compartment membrane///extracellular exosome
101928555,LINC01537,long intergenic non-protein coding RNA 1537,,ncRNA,ENSG00000227467,active,NC_000011.10,72570656,72573222,positive,2447,,,,,,
105369378,PDE2A-AS2,PDE2A antisense RNA 2,,ncRNA,,active,NC_000011.10,72584954,72588206,positive,2006,,,,,,
100616410,MIR4692,microRNA 4692,,ncRNA,ENSG00000265064,active,NC_000011.10,72783530,72783592,positive,63,,,,,,
9873,FCHSD2,FCH and double SH3 domains 2,NWK|NWK1|SH3MD3,protein-coding,ENSG00000137478,active,NC_000011.10,72836743,73142682,negative,5573,GO:0005515///GO:0005547///GO:0043325,GO:0007274///GO:0015031///GO:0030833///GO:0030838///GO:0061024///GO:0072583///GO:2000601,GO:0005886///GO:0005905///GO:0031594///GO:0055037///GO:0070161///GO:0120043,"protein binding///phosphatidylinositol-3,4,5-trisphosphate binding///phosphatidylinositol-3,4-bisphosphate binding",neuromuscular synaptic transmission///protein transport///regulation of actin filament polymerization///positive regulation of actin filament polymerization///membrane organization///clathrin-dependent endocytosis///positive regulation of Arp2/3 complex-mediated actin nucleation,plasma membrane///clathrin-coated pit///neuromuscular junction///recycling endosome///anchoring junction///stereocilium shaft
5870,RAB6A,"RAB6A, member RAS oncogene family",RAB6,protein-coding,ENSG00000175582,active,NC_000011.10,73675638,73761074,negative,3478,GO:0003924///GO:0005515///GO:0005525///GO:0019904///GO:0031489,GO:0006886///GO:0006890///GO:0006891///GO:0018125///GO:0019882///GO:0031175///GO:0034067///GO:0034498///GO:0042147///GO:0051179///GO:0072385///GO:1903292,GO:0000139///GO:0002080///GO:0005789///GO:0005794///GO:0005802///GO:0005829///GO:0005886///GO:0012505///GO:0016020///GO:0030667///GO:0031410///GO:0032588///GO:0070062///GO:0070381,GTPase activity///protein binding///GTP binding///protein domain specific binding///myosin V binding,"intracellular protein transport///retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum///intra-Golgi vesicle-mediated transport///peptidyl-cysteine methylation///antigen processing and presentation///neuron projection development///protein localization to Golgi apparatus///early endosome to Golgi transport///retrograde transport, endosome to Golgi///localization///minus-end-directed organelle transport along microtubule///protein localization to Golgi membrane",Golgi membrane///acrosomal membrane///endoplasmic reticulum membrane///Golgi apparatus///trans-Golgi network///cytosol///plasma membrane///endomembrane system///membrane///secretory granule membrane///cytoplasmic vesicle///trans-Golgi network membrane///extracellular exosome///endosome to plasma membrane transport vesicle
374407,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,CILD34|RSPH16A|TSARG5|TSARG6,protein-coding,ENSG00000187726,active,NC_000011.10,73950319,73970287,positive,4480,GO:0005515///GO:0051082///GO:0051087,GO:0051085///GO:1904158,GO:0005829///GO:0005930///GO:0031514///GO:0036126///GO:0097224,protein binding///unfolded protein binding///chaperone binding,chaperone cofactor-dependent protein refolding///axonemal central apparatus assembly,cytosol///axoneme///motile cilium///sperm flagellum///sperm connecting piece
100616215,MIR548AL,microRNA 548al,,ncRNA,ENSG00000264402,active,NC_000011.10,74399237,74399333,positive,97,,,,,,
10714,POLD3,"DNA polymerase delta 3, accessory subunit",P66|P68|PPP1R128,protein-coding,ENSG00000077514,active,NC_000011.10,74592582,74669341,positive,4821,GO:0003887///GO:0005515///GO:0030674,GO:0000731///GO:0006261///GO:0006271///GO:0006297///GO:0006298///GO:0042276///GO:0071897///GO:1904161,GO:0005654///GO:0005737///GO:0016035///GO:0043625,DNA-directed DNA polymerase activity///protein binding///protein-macromolecule adaptor activity,"DNA synthesis involved in DNA repair///DNA-templated DNA replication///DNA strand elongation involved in DNA replication///nucleotide-excision repair, DNA gap filling///mismatch repair///error-prone translesion synthesis///DNA biosynthetic process///DNA synthesis involved in UV-damage excision repair",nucleoplasm///cytoplasm///zeta DNA polymerase complex///delta DNA polymerase complex
100616402,MIR4696,microRNA 4696,,ncRNA,ENSG00000265902,active,NC_000011.10,74720268,74720337,negative,70,,,,,,
4135,MAP6,microtubule associated protein 6,MAP6-N|MTAP6|N-STOP|STOP,protein-coding,ENSG00000171533,active,NC_000011.10,75586914,75668724,negative,13568,GO:0005515///GO:0005516///GO:0008017,GO:0000226///GO:0030705///GO:0032418///GO:0048813///GO:0050772///GO:0070507,GO:0005798///GO:0005801///GO:0005874///GO:0030424///GO:0030425///GO:0030658///GO:0048471,protein binding///calmodulin binding///microtubule binding,microtubule cytoskeleton organization///cytoskeleton-dependent intracellular transport///lysosome localization///dendrite morphogenesis///positive regulation of axonogenesis///regulation of microtubule cytoskeleton organization,Golgi-associated vesicle///cis-Golgi network///microtubule///axon///dendrite///transport vesicle membrane///perinuclear region of cytoplasm
105369393,LOC105369393,,,,,discontinued,NC_000011.10,75736938,75741949,negative,2048,,,,,,
283214,DGAT2-DT,DGAT2 divergent transcript,,ncRNA,ENSG00000247867,active,NC_000011.10,75758455,75768647,negative,1504,,,,,,
5612,THAP12,THAP domain containing 12,DAP4|P52rIPK|PRKRIR|THAP0,protein-coding,ENSG00000137492,active,NC_000011.10,76349956,76381132,negative,3585,GO:0003677///GO:0005515///GO:0046872///GO:0046983,GO:0007165///GO:0008285,GO:0005634,DNA binding///protein binding///metal ion binding///protein dimerization activity,signal transduction///negative regulation of cell population proliferation,nucleus
2615,LRRC32,leucine rich repeat containing 32,CPPRDD|D11S833E|GARP,protein-coding,ENSG00000137507,active,NC_000011.10,76657524,76670747,negative,4963,GO:0005515///GO:0050431,GO:0001818///GO:0007179///GO:0010628///GO:0046007///GO:0062009///GO:1901388///GO:1901398,GO:0005615///GO:0005654///GO:0005886///GO:0009986///GO:0031012,protein binding///transforming growth factor beta binding,negative regulation of cytokine production///transforming growth factor beta receptor signaling pathway///positive regulation of gene expression///negative regulation of activated T cell proliferation///secondary palate development///regulation of transforming growth factor beta activation///regulation of transforming growth factor beta3 activation,extracellular space///nucleoplasm///plasma membrane///cell surface///extracellular matrix
646029,LINC03030,long intergenic non-protein coding RNA 3030,,ncRNA,,active,NC_000011.10,77571089,77575662,positive,1845,,,,,,
282679,AQP11,aquaporin 11,AQPX1,protein-coding,ENSG00000178301,active,NC_000011.10,77589635,77610356,positive,2153,GO:0015250///GO:0015254///GO:0015267,GO:0006486///GO:0006612///GO:0006811///GO:0006833///GO:0008284///GO:0009992///GO:0015793///GO:0015840///GO:0030104///GO:0032364///GO:0048388///GO:0050680///GO:0051260///GO:0072014///GO:0080170///GO:1903573///GO:1904293,GO:0005737///GO:0005783///GO:0005789///GO:0005886///GO:0009986///GO:0030659///GO:0048471,water channel activity///glycerol channel activity///channel activity,protein glycosylation///protein targeting to membrane///ion transport///water transport///positive regulation of cell population proliferation///cellular water homeostasis///glycerol transmembrane transport///urea transport///water homeostasis///oxygen homeostasis///endosomal lumen acidification///negative regulation of epithelial cell proliferation///protein homooligomerization///proximal tubule development///hydrogen peroxide transmembrane transport///negative regulation of response to endoplasmic reticulum stress///negative regulation of ERAD pathway,cytoplasm///endoplasmic reticulum///endoplasmic reticulum membrane///plasma membrane///cell surface///cytoplasmic vesicle membrane///perinuclear region of cytoplasm
107984424,LOC107984424,,,,,discontinued,NC_000011.10,79969996,79980824,positive,4598,,,,,,
100379250,SNORA70E,"small nucleolar RNA, H/ACA box 70E",U70E,snoRNA,ENSG00000207221,active,NC_000011.10,83041464,83041598,negative,135,,GO:0006396,GO:0005730,,RNA processing,nucleolus
60492,CCDC90B,coiled-coil domain containing 90B,MDS011|MDS025,protein-coding,ENSG00000137500,active,NC_000011.10,83259093,83286407,negative,4423,GO:0005515,,GO:0005739///GO:0031966,protein binding,,mitochondrion///mitochondrial membrane
55863,TMEM126B,transmembrane protein 126B,HT007|MC1DN29,protein-coding,ENSG00000171204,active,NC_000011.10,85628573,85636540,positive,2567,GO:0003674///GO:0005515,GO:0032981,GO:0005739///GO:0005743,molecular_function///protein binding,mitochondrial respiratory chain complex I assembly,mitochondrion///mitochondrial inner membrane
8301,PICALM,phosphatidylinositol binding clathrin assembly protein,CALM|CLTH|LAP,protein-coding,ENSG00000073921,active,NC_000011.10,85957175,86069860,negative,4402,GO:0000149///GO:0001540///GO:0005515///GO:0005545///GO:0005546///GO:0030276///GO:0031267///GO:0032050///GO:0045296///GO:0048156///GO:0050750,GO:0006897///GO:0006898///GO:0006900///GO:0007409///GO:0007611///GO:0010629///GO:0016185///GO:0016188///GO:0016192///GO:0016197///GO:0030097///GO:0030100///GO:0031623///GO:0032880///GO:0035459///GO:0043547///GO:0045893///GO:0048261///GO:0048268///GO:0048813///GO:0055072///GO:0065003///GO:0072583///GO:0097494///GO:0097753///GO:0150093///GO:1901216///GO:1902003///GO:1902004///GO:1902959///GO:1902961///GO:1902963///GO:1903077///GO:1905224///GO:2000009///GO:2000369,GO:0005634///GO:0005769///GO:0005794///GO:0005829///GO:0005886///GO:0005905///GO:0008021///GO:0009986///GO:0016020///GO:0030132///GO:0030136///GO:0031982///GO:0042734///GO:0043025///GO:0043231///GO:0045211///GO:0045334///GO:0048471///GO:0070381///GO:0097418///GO:0098894,"SNARE binding///amyloid-beta binding///protein binding///1-phosphatidylinositol binding///phosphatidylinositol-4,5-bisphosphate binding///clathrin binding///small GTPase binding///clathrin heavy chain binding///cadherin binding///tau protein binding///low-density lipoprotein particle receptor binding",endocytosis///receptor-mediated endocytosis///vesicle budding from membrane///axonogenesis///learning or memory///negative regulation of gene expression///synaptic vesicle budding from presynaptic endocytic zone membrane///synaptic vesicle maturation///vesicle-mediated transport///endosomal transport///hemopoiesis///regulation of endocytosis///receptor internalization///regulation of protein localization///vesicle cargo loading///positive regulation of GTPase activity///positive regulation of DNA-templated transcription///negative regulation of receptor-mediated endocytosis///clathrin coat assembly///dendrite morphogenesis///iron ion homeostasis///protein-containing complex assembly///clathrin-dependent endocytosis///regulation of vesicle size///membrane bending///amyloid-beta clearance by transcytosis///positive regulation of neuron death///regulation of amyloid-beta formation///positive regulation of amyloid-beta formation///regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process///positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process///negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process///negative regulation of protein localization to plasma membrane///clathrin-coated pit assembly///negative regulation of protein localization to cell surface///regulation of clathrin-dependent endocytosis,nucleus///early endosome///Golgi apparatus///cytosol///plasma membrane///clathrin-coated pit///synaptic vesicle///cell surface///membrane///clathrin coat of coated pit///clathrin-coated vesicle///vesicle///presynaptic membrane///neuronal cell body///intracellular membrane-bounded organelle///postsynaptic membrane///clathrin-coated endocytic vesicle///perinuclear region of cytoplasm///endosome to plasma membrane transport vesicle///neurofibrillary tangle///extrinsic component of presynaptic endocytic zone membrane
219595,FOLH1B,folate hydrolase 1B (pseudogene),FOLH2|FOLHP|PSM|PSMA-LIKE|PSMAL,pseudo,ENSG00000134612,active,NC_000011.10,89637580,89698718,positive,2563,GO:0004180///GO:0004181///GO:0016805///GO:0046872,GO:0006508///GO:0035609,GO:0005737///GO:0005886///GO:0070062,carboxypeptidase activity///metallocarboxypeptidase activity///dipeptidase activity///metal ion binding,proteolysis///C-terminal protein deglutamylation,cytoplasm///plasma membrane///extracellular exosome
100302228,MIR1261,microRNA 1261,MIRN1261|hsa-mir-1261,ncRNA,ENSG00000221586,active,NC_000011.10,90869121,90869202,negative,82,,,,,,
105369427,LINC02748,long intergenic non-protein coding RNA 2748,,ncRNA,,active,NC_000011.10,91157991,91228435,positive,1232,,,,,,
112268080,LOC112268080,"ATP synthase subunit ATP5MJ, mitochondrial-like",,protein-coding,,active,NC_000011.10,93219734,93222540,negative,2807,,,,,,
28970,C11orf54,chromosome 11 open reading frame 54,PTD012|PTOD012,protein-coding,ENSG00000182919,active,NC_000011.10,93741594,93764749,positive,7887,GO:0005515///GO:0008270///GO:0016788,,GO:0005634///GO:0005654///GO:0016604///GO:0070062,"protein binding///zinc ion binding///hydrolase activity, acting on ester bonds",,nucleus///nucleoplasm///nuclear body///extracellular exosome
107984376,LOC107984376,,,,,discontinued,NC_000011.10,94745247,94758646,positive,10106,,,,,,
79780,CCDC82,coiled-coil domain containing 82,HSPC048,protein-coding,ENSG00000149231,active,NC_000011.10,96352765,96389924,negative,14251,,,GO:0005634,,,nucleus
53942,CNTN5,contactin 5,HNB-2s|NB-2,protein-coding,ENSG00000149972,active,NC_000011.10,99020904,100358885,positive,8424,GO:0098632,GO:0007411///GO:0007420///GO:0007605///GO:0098609///GO:0099054,GO:0005576///GO:0005886///GO:0030424///GO:0042734///GO:0098982,cell-cell adhesion mediator activity,axon guidance///brain development///sensory perception of sound///cell-cell adhesion///presynapse assembly,extracellular region///plasma membrane///axon///presynaptic membrane///GABA-ergic synapse
107984431,LOC107984431,uncharacterized LOC107984431,,ncRNA,,active,NC_000011.10,99630257,99634262,positive,3929,,,,,,
105369456,LOC105369456,uncharacterized LOC105369456,,ncRNA,,active,NC_000011.10,100053077,100109231,negative,5282,,,,,,
101928477,MMP20-AS1,MMP20 antisense RNA 1,,ncRNA,ENSG00000281655,active,NC_000011.10,102605180,102683913,positive,4347,,,,,,
4319,MMP10,matrix metallopeptidase 10,SL-2|STMY2,protein-coding,ENSG00000166670,active,NC_000011.10,102770502,102780628,negative,1759,GO:0004222///GO:0004252///GO:0008270,GO:0006508///GO:0022617///GO:0030198///GO:0030574,GO:0005576///GO:0005615///GO:0031012,metalloendopeptidase activity///serine-type endopeptidase activity///zinc ion binding,proteolysis///extracellular matrix disassembly///extracellular matrix organization///collagen catabolic process,extracellular region///extracellular space///extracellular matrix
102723862,LOC102723862,uncharacterized LOC102723862,,ncRNA,,active,NC_000011.10,103842772,103854357,negative,6883,,,,,,
105369466,LOC105369466,uncharacterized LOC105369466,,ncRNA,,active,NC_000011.10,104671127,104697264,positive,1161,,,,,,
837,CASP4,caspase 4,ICE(rel)II|ICEREL-II|ICH-2|Mih1|Mih1/TX|TX,protein-coding,ENSG00000196954,active,NC_000011.10,104942866,104968596,negative,1475,GO:0004197///GO:0005515///GO:0050700///GO:0097153///GO:0097199///GO:0097200,GO:0006508///GO:0006915///GO:0006919///GO:0006954///GO:0016540///GO:0042981///GO:0045087///GO:0050727///GO:0050729///GO:0050830///GO:0070059///GO:0070269///GO:0097193///GO:1903265///GO:1904646///GO:2000494,GO:0005576///GO:0005737///GO:0005739///GO:0005783///GO:0005789///GO:0005829///GO:0005886///GO:0032991///GO:0072557///GO:0072559///GO:0097169,cysteine-type endopeptidase activity///protein binding///CARD domain binding///cysteine-type endopeptidase activity involved in apoptotic process///cysteine-type endopeptidase activity involved in apoptotic signaling pathway///cysteine-type endopeptidase activity involved in execution phase of apoptosis,proteolysis///apoptotic process///activation of cysteine-type endopeptidase activity involved in apoptotic process///inflammatory response///protein autoprocessing///regulation of apoptotic process///innate immune response///regulation of inflammatory response///positive regulation of inflammatory response///defense response to Gram-positive bacterium///intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress///pyroptosis///intrinsic apoptotic signaling pathway///positive regulation of tumor necrosis factor-mediated signaling pathway///cellular response to amyloid-beta///positive regulation of interleukin-18-mediated signaling pathway,extracellular region///cytoplasm///mitochondrion///endoplasmic reticulum///endoplasmic reticulum membrane///cytosol///plasma membrane///protein-containing complex///IPAF inflammasome complex///NLRP3 inflammasome complex///AIM2 inflammasome complex
440067,CASP1P2,caspase 1 pseudogene 2,,pseudo,,active,NC_000011.10,105062602,105071530,negative,2195,,,,,,
59082,CARD18,caspase recruitment domain family member 18,ICEBERG|UNQ5804|pseudo-ICE,protein-coding,ENSG00000255501,active,NC_000011.10,105137714,105139769,negative,702,GO:0004869///GO:0005515///GO:0050700///GO:0089720,GO:0006954///GO:0032091///GO:0032691///GO:0042981///GO:0097340,GO:0032991,cysteine-type endopeptidase inhibitor activity///protein binding///CARD domain binding///caspase binding,inflammatory response///negative regulation of protein binding///negative regulation of interleukin-1 beta production///regulation of apoptotic process///inhibition of cysteine-type endopeptidase activity,protein-containing complex
105369468,LOC105369468,uncharacterized LOC105369468,,ncRNA,,active,NC_000011.10,105259608,105541367,negative,2985,,,,,,
101928535,LOC101928535,uncharacterized LOC101928535,,ncRNA,ENSG00000290498,active,NC_000011.10,106250019,106264905,positive,3264,,,,,,
55531,ELMOD1,ELMO domain containing 1,,protein-coding,ENSG00000110675,active,NC_000011.10,107591009,107666779,positive,3247,GO:0005096,GO:0043547,,GTPase activator activity,positive regulation of GTPase activity,
